"MEASURE","Measure","REGIONTYPE","Geography Level","LGA_2016","Region","FREQUENCY","FREQUENCY","TIME","TIME","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11100","Botany Bay (C)","A","Annual","2013","2013",43264,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11100","Botany Bay (C)","A","Annual","2014","2014",44677,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11100","Botany Bay (C)","A","Annual","2015","2015",46454,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11100","Botany Bay (C)","A","Annual","2016","2016",49058,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2001","2001",3919,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2002","2002",3781,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2003","2003",3642,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2004","2004",3494,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2005","2005",3349,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2006","2006",3185,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2007","2007",3073,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2008","2008",3046,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2009","2009",3013,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2010","2010",3033,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2011","2011",3053,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2012","2012",3005,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2013","2013",2914,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2014","2014",2888,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2015","2015",2823,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11150","Bourke (A)","A","Annual","2016","2016",2787,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2001","2001",2148,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2002","2002",2121,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2003","2003",2078,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2004","2004",2039,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2005","2005",2029,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2006","2006",2004,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2007","2007",1961,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2008","2008",1944,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2009","2009",1900,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2010","2010",1878,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2011","2011",1874,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2012","2012",1824,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2013","2013",1837,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2014","2014",1796,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2015","2015",1775,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11200","Brewarrina (A)","A","Annual","2016","2016",1725,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2001","2001",20929,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2002","2002",20681,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2003","2003",20403,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2004","2004",20111,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2005","2005",19915,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2006","2006",19753,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2007","2007",19708,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2008","2008",19604,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2009","2009",19421,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2010","2010",19267,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2011","2011",19151,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2012","2012",18975,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2013","2013",18773,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2014","2014",18587,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2015","2015",18305,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11250","Broken Hill (C)","A","Annual","2016","2016",18027,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2001","2001",30393,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2002","2002",30682,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2003","2003",30980,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2004","2004",31370,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2005","2005",31696,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2006","2006",32199,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2007","2007",32893,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2008","2008",33343,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2009","2009",33708,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2010","2010",33835,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2011","2011",34176,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2012","2012",35098,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2013","2013",36140,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2014","2014",37201,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2015","2015",37819,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11300","Burwood (A)","A","Annual","2016","2016",38495,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2001","2001",29453,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2002","2002",29697,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2003","2003",29952,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2004","2004",30141,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2005","2005",30130,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2006","2006",30125,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2007","2007",30174,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2008","2008",30347,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2009","2009",30537,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2010","2010",30664,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2011","2011",30712,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2012","2012",31099,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2013","2013",31523,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2014","2014",31920,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2015","2015",32344,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11350","Byron (A)","A","Annual","2016","2016",32790,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2001","2001",12447,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2002","2002",12478,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2003","2003",12482,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2004","2004",12506,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2005","2005",12543,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2006","2006",12634,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2007","2007",12706,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2008","2008",12799,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2009","2009",12929,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2010","2010",13071,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2011","2011",13211,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2012","2012",13339,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2013","2013",13497,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2014","2014",13543,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2015","2015",13560,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11400","Cabonne (A)","A","Annual","2016","2016",13625,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11450","Camden (A)","A","Annual","2001","2001",45163,,
"ERP","Estimated Resident Population","LGA2016","Local Government Areas (2016)","11450","Camden (A)","A","Annual","2002","2002",47172,,
